Character,Gender,Alive?,Title,Forename,Surname,Birth name,Alias,Screentime
Azzak,unknown,alive,Civilian,Azzak,unknown,unknown,none,1
Bhakaz,male,alive,Civilian,Bhakaz,unknown,unknown,none,1
Dhazzar,unknown,alive,Civilian,Dhazzar,unknown,unknown,none,1
Tumco Lho,male,alive,Civilian,Tumco,Lho,unknown,none,1
"Larraq, The Lash",male,alive,Civilian,Larraq,unknown,unknown,The Lash,1
The Red Lamb,male,alive,Civilian,unknown,unknown,unknown,The Red Lamb,1
"Lord Walter Whent, Old Lord Whent",male,dead,Lord / Lady,Walter,Whent,unknown,Old Lord Whent,1
Draqaz,unknown,alive,Civilian,Draqaz,unknown,unknown,none,1
Jezhene,female,alive,Civilian,Jezhene,unknown,unknown,none,1
"Gavin, The Trader",male,alive,Civilian,Gavin,unknown,unknown,The Trader,1
"Doss, Blind Doss",male,alive,Civilian,Doss,unknown,unknown,Blind Doss,1
Ygon Oldfather,male,alive,Civilian,Ygon,Oldfather,unknown,none,1
Tal Toraq,male,alive,Civilian,Tal,Toraq,unknown,none,1
Jokin,male,alive,Civilian,Jokin,unknown,unknown,none,1
The Widower,male,alive,Civilian,unknown,unknown,unknown,The Widower,1
Lord Renfred Rykker,male,alive,Lord / Lady,Renfred,Rykker,unknown,none,1
Tyrion Tanner,male,alive,Civilian,Tyrion,Tanner,unknown,none,1
Eerl Harlaw,male,alive,Civilian,Eerl,Harlaw,unknown,none,1
Ser Richard Morrigen,male,alive,Ser,Richard,Morrigen,unknown,none,1
Lord Arstan Selmy,male,alive,Lord / Lady,Arstan,Selmy,unknown,none,1
Lord Casper Wylde,male,alive,Lord / Lady,Casper,Wylde,unknown,none,1
Lord Sebastion Errol,male,alive,Lord / Lady,Sebastion,Errol,unknown,none,1
Lord Clifford Swann,male,alive,Lord / Lady,Clifford,Swann,unknown,none,1
Lady Mary Mertyns,female,alive,Lord / Lady,Mary,Mertyns,unknown,none,1
Lady Alysanne Lefford,female,alive,Lord / Lady,Alysanne,Lefford,unknown,none,1
Ser Lorent Lorch,male,alive,Ser,Lorent,Lorch,unknown,none,1
Ser Tybolt Hetherspoon,male,alive,Ser,Tybolt,Hetherspoon,unknown,none,1
Lord Quentyn Qorgyle,male,alive,Lord / Lady,Quentyn,Qorgyle,unknown,none,1
Ser Symon Santagar,male,alive,Ser,Symon,Santagar,unknown,none,1
Lord Trebor Jordayne,male,alive,Lord / Lady,Trebor,Jordayne,unknown,none,1
Lord Daeron Vaith,male,alive,Lord / Lady,Daeron,Vaith,unknown,none,1
Jyana Reed,female,dead,Civilian,Jyana,Reed,unknown,none,1
Lady Bethany Bolton (Ryswell),female,dead,Lord / Lady,Bethany,Bolton,Ryswell,none,1
"Brandon Norrey, The Younger",male,alive,Civilian,Brandon,Norrey,unknown,The Younger,1
"Lord Torren Liddle, The Liddle",male,alive,Lord / Lady,Torren,Liddle,unknown,The Liddle,1
"Rickard Liddle, Little Liddle",male,alive,Civilian,Rickard,Liddle,unknown,Little Liddle,1
Alyn Blackwood,male,alive,Civilian,Alyn,Blackwood,unknown,none,1
Edmund Blackwood,male,alive,Civilian,Edmund,Blackwood,unknown,none,1
Barbara Bracken,female,alive,Civilian,Barbara,Bracken,unknown,none,1
Jayne Bracken,female,alive,Civilian,Jayne,Bracken,unknown,none,1
Catelyn Bracken,female,alive,Civilian,Catelyn,Bracken,unknown,none,1
Bess Bracken,female,alive,Civilian,Bess,Bracken,unknown,none,1
Alysanne Bracken,female,alive,Civilian,Alysanne,Bracken,unknown,none,1
Eleanor Tarly (Mooton),female,alive,Civilian,Eleanor,Tarly,Mooton,none,1
Old Tattersalt,male,alive,Civilian,unknown,unknown,unknown,Old Tattersalt,1
Ser Maynard Holt,male,alive,Ser,Maynard,Holt,unknown,none,1
Russ Barleycorn,male,alive,Civilian,Russ,Barleycorn,unknown,none,1
Ferrego Antaryon,male,alive,Civilian,Ferrego,Antaryon,unknown,none,1
Qarro Volentin,male,alive,Civilian,Qarro,Volentin,unknown,none,1
The Daughter of the Dusk,female,alive,Civilian,unknown,unknown,unknown,The Daughter of the Dusk,1
The Nightingale,female,alive,Civilian,unknown,unknown,unknown,The Nightingale,1
Chezdhar zo Rhaezn,male,alive,Civilian,Chezdhar,zo Rhaezn,unknown,none,1
Maezon zo Rhaezn,male,alive,Civilian,Maezon,zo Rhaezn,unknown,none,1
Grazdhan zo Rhaezn,male,alive,Civilian,Grazdhan,zo Rhaezn,unknown,none,1
Torman Peake,male,alive,Civilian,Torman,Peake,unknown,none,1
Pykewood Peake,male,alive,Civilian,Pykewood,Peake,unknown,none,1
Caspor Hill,male,alive,Civilian,Caspor,Hill,unknown,none,1
Humfrey Stone,male,alive,Civilian,Humfrey,Stone,unknown,none,1
Will Cole,male,alive,Civilian,Will,Cole,unknown,none,1
Lorimas Mudd,male,alive,Civilian,Lorimas,Mudd,unknown,none,1
Jon Lothston,male,alive,Civilian,Jon,Lothston,unknown,none,1
Duncan Strong,male,alive,Civilian,Duncan,Strong,unknown,none,1
Denys Strong,male,alive,Civilian,Denys,Strong,unknown,none,1
Chains,male,alive,Civilian,Chains,unknown,unknown,none,1
"John Mudd, Young John Mudd",male,alive,Civilian,John,Mudd,unknown,Young John Mudd,1
Uhlan,male,alive,Civilian,Uhlan,unknown,unknown,none,1
"Ser Arlan, Of Pennytree",male,unknown,Ser,Arlan,unknown,unknown,Of Pennytree,1
Lord Pearse Caron,male,unknown,Lord / Lady,Pearse,Caron,unknown,none,1
Ser Lyonel Baratheon,male,unknown,Ser,Lyonel,Baratheon,unknown,none,1
"Ser Otho Bracken, The Brute of Bracken",male,unknown,Ser,Otho,Bracken,unknown,The Brute of Bracken,1
Lord Quentyn Blackwood,male,unknown,Lord / Lady,Quentyn,Blackwood,unknown,none,1
"Pate, Steely Pate",male,unknown,Civilian,Pate,unknown,unknown,Steely Pate,1
Plummer,male,unknown,Civilian,Plummer,unknown,unknown,none,1
Lord Ashford,male,unknown,Lord / Lady,unknown,Ashford,unknown,none,1
Ser Manfred Dondarrion,male,unknown,Ser,Manfred,Dondarrion,unknown,none,1
"Prince Valarr Targaryen, The Young Prince",male,unknown,Prince,Valarr,Targaryen,unknown,The Young Prince,1
"Prince Matarys Targaryen, The Even Younger Prince",male,unknown,Prince,Matarys,Targaryen,unknown,The Even Younger Prince,1
Lord Gawen Swann,male,unknown,Lord / Lady,Gawen,Swann,unknown,none,1
Henly,male,unknown,Civilian,Henly,unknown,unknown,none,1
"Ser Roland Crakehall, Of the Kingsguard",male,unknown,Ser,Roland,Crakehall,unknown,Of the Kingsguard,1
Lady Ashford,female,unknown,Lord / Lady,unknown,Ashford,unknown,none,1
"Lord Florent, Blind Lord Florent",male,unknown,Lord / Lady,unknown,Florent,unknown,Blind Lord Florent,1
Ser Steffon Fossoway,male,unknown,Ser,Steffon,Fossoway,unknown,none,1
Ser Grance Morrigen,male,unknown,Ser,Grance,Morrigen,unknown,none,1
Raymun Fossoway,male,unknown,Civilian,Raymun,Fossoway,unknown,none,1
"Lord Dondarrion, The First Lord Dondarrion",male,unknown,Lord / Lady,unknown,Dondarrion,unknown,The First Lord Dondarrion,1
Prince Rhaegel Targaryen,male,unknown,Prince,Rhaegel,Targaryen,unknown,none,1
"Lord Stokeworth, At Ashford",male,unknown,Lord / Lady,unknown,Stokeworth,unknown,At Ashford,1
The Bastard of Harrenhal,male,unknown,Civilian,unknown,unknown,unknown,The Bastard of Harrenhal,1
"Lord Damon Lannister, The Grey Lion",male,unknown,Lord / Lady,Damon,Lannister,unknown,The Grey Lion,1
Lord Baratheon,male,unknown,Lord / Lady,unknown,Baratheon,unknown,none,1
"Tanselle, Tanselle Too-Tall",female,unknown,Civilian,Tanselle,unknown,unknown,Tanselle Too-Tall,1
Androw Ashford,male,unknown,Civilian,Androw,Ashford,unknown,none,1
Robert Ashford,male,unknown,Civilian,Robert,Ashford,unknown,none,1
Ser Humfrey Hardyng,male,unknown,Ser,Humfrey,Hardyng,unknown,none,1
"Lord Arryn, At Ashford",male,unknown,Lord / Lady,unknown,Arryn,unknown,At Ashford,1
"Lord Royce, At Ashford",male,unknown,Lord / Lady,unknown,Royce,unknown,At Ashford,1
Ser Tybolt Lannister,male,unknown,Ser,Tybolt,Lannister,unknown,none,1
Lord Medgar Tully,male,unknown,Lord / Lady,Medgar,Tully,unknown,none,1
Ser Abelar Hightower,male,unknown,Ser,Abelar,Hightower,unknown,none,1
Ser Joseth Mallister,male,unknown,Ser,Joseth,Mallister,unknown,none,1
Ser Humfrey Beesbury,male,unknown,Ser,Humfrey,Beesbury,unknown,none,1
Ser Robyn Rhysling,male,unknown,Ser,Robyn,Rhysling,unknown,none,1
Wate,male,unknown,Civilian,Wate,unknown,unknown,none,1
Yorkel,male,unknown,Civilian,Yorkel,unknown,unknown,none,1
Maester Yormwell,male,unknown,Maester,Yormwell,unknown,unknown,none,1
"Robin, Black Robin",male,unknown,Civilian,Robin,unknown,unknown,Black Robin,1
"Ser Eustace Osgrey, Useless",male,unknown,Ser,Eustace,Osgrey,unknown,Useless,1
"Ser Bennis, Of the Brown Shield",male,unknown,Ser,Bennis,unknown,unknown,Of the Brown Shield,1
"Pate, Pinchbottom Pate",male,unknown,Civilian,Pate,unknown,unknown,Pinchbottom Pate,1
"Lady Rohanne Webber, The Red Widow",female,unknown,Lord / Lady,Rohanne,Webber,unknown,The Red Widow,1
"Sam Stoops, Old Sam Stoops",male,unknown,Civilian,Sam,Stoops,unknown,Old Sam Stoops,1
"Dake, Of Standfast",male,unknown,Civilian,Dake,unknown,unknown,Of Standfast,1
Maester Cerrick,male,unknown,Maester,Cerrick,unknown,unknown,none,1
Jorgen,male,unknown,Civilian,Jorgen,unknown,unknown,none,1
"Jeyne, Squinty Jeyne",female,unknown,Civilian,Jeyne,unknown,unknown,Squinty Jeyne,1
Ser Edwyn Osgrey,male,unknown,Ser,Edwyn,Osgrey,unknown,none,1
Ser Harrold Osgrey,male,unknown,Ser,Harrold,Osgrey,unknown,none,1
Addam Osgrey,male,unknown,Civilian,Addam,Osgrey,unknown,none,1
"Ser Wilbert Osgrey, Little Lion",male,unknown,Ser,Wilbert,Osgrey,unknown,Little Lion,1
King Lancel IV Lannister,male,unknown,King / Queen,Lancel,Lannister,unknown,none,1
King Lancel V Lannister,male,unknown,King / Queen,Lancel,Lannister,unknown,none,1
King Gyles III Gardener,male,unknown,King / Queen,Gyles,Gardener,unknown,none,1
Alysanne Osgrey,female,unknown,Civilian,Alysanne,Osgrey,unknown,none,1
Ser Wendell Webber,male,unknown,Ser,Wendell,Webber,unknown,none,1
Lord Wyman Webber,male,unknown,Lord / Lady,Wyman,Webber,unknown,none,1
Mudge,female,unknown,Civilian,Mudge,unknown,unknown,none,1
"Lem, Of Standfast",male,unknown,Civilian,Lem,unknown,unknown,Of Standfast,1
"Pate, Of Standfast",male,unknown,Civilian,Pate,unknown,unknown,Of Standfast,1
"Rob, Big Rob",male,unknown,Civilian,Rob,unknown,unknown,Big Rob,1
Will Barleycorn,male,unknown,Civilian,Will,Barleycorn,unknown,none,1
Wat Barleycorn,male,unknown,Civilian,Wat,Barleycorn,unknown,none,1
"Will, Treb",male,unknown,Civilian,Will,unknown,unknown,Treb,1
"Wat, Wet Wat",male,unknown,Civilian,Wat,unknown,unknown,Wet Wat,1
"Roger, Of Pennytree",male,unknown,Civilian,Roger,unknown,unknown,Of Pennytree,1
"Lord Perwyn Osgrey, The Proud",male,unknown,Lord / Lady,Perwyn,Osgrey,unknown,The Proud,1
Lord Ormond Osgrey,male,unknown,Lord / Lady,Ormond,Osgrey,unknown,none,1
Lord Reynard Webber,male,unknown,Lord / Lady,Reynard,Webber,unknown,none,1
"Ser Lucas Inchfield, Longinch",male,unknown,Ser,Lucas,Inchfield,unknown,Longinch,1
Lady Cassella Vaith,female,unknown,Lord / Lady,Cassella,Vaith,unknown,none,1
Princess Rhae Targaryen,female,unknown,Princess,Rhae,Targaryen,unknown,none,1
"Princess Daella Targaryen, Daughter of Maekar I",female,unknown,Princess,Daella,Targaryen,unknown,Daughter of Maekar I,1
Lord Hayford,male,unknown,Lord / Lady,unknown,Hayford,unknown,none,1
Lord Ambrose Butterwell,male,unknown,Lord / Lady,Ambrose,Butterwell,unknown,none,1
Lord Donnel Arryn,male,unknown,Lord / Lady,Donnel,Arryn,unknown,none,1
"Wyl Waynwood, Wild Wyl",male,unknown,Civilian,Wyl,Waynwood,unknown,Wild Wyl,1
Ser Gwayne Corbray,male,unknown,Ser,Gwayne,Corbray,unknown,none,1
Septon Sefton,male,unknown,Septon,Sefton,unknown,unknown,none,1
Lady Helicent Webber,female,unknown,Lord / Lady,Helicent,Webber,unknown,none,1
"Lord Farman, In the Dance of the Dragons",male,unknown,Lord / Lady,unknown,Farman,unknown,In the Dance of the Dragons,1
"Lord Bracken, During King Daeron II's reign",male,unknown,Lord / Lady,unknown,Bracken,unknown,During King Daeron II's reign,1
"Lord Tully, During King Aerys I's reign",male,unknown,Lord / Lady,unknown,Tully,unknown,During King Aerys I's reign,1
Queen Aelinor Targaryen (Penrose),female,unknown,King / Queen,Aelinor,Targaryen,Penrose,none,1
Ser Rolland Uffering,male,unknown,Ser,Rolland,Uffering,unknown,none,1
Ser Simon Staunton,male,unknown,Ser,Simon,Staunton,unknown,none,1
Ser Cleyton Caswell,male,unknown,Ser,Cleyton,Caswell,unknown,none,1
Ser Simon Leygood,male,unknown,Ser,Simon,Leygood,unknown,none,1
Ser Gerold Lannister,male,unknown,Ser,Gerold,Lannister,unknown,none,1
"Ser Quentyn Ball, Fireball",male,unknown,Ser,Quentyn,Ball,unknown,Fireball,1
Manfred Lothston,male,unknown,Civilian,Manfred,Lothston,unknown,none,1
Quickfinger,male,unknown,Civilian,unknown,unknown,unknown,Quickfinger,1
Ser Ulrick Dayne,male,unknown,Ser,Ulrick,Dayne,unknown,none,1
Ser Robb Reyne,male,unknown,Ser,Robb,Reyne,unknown,none,1
"Ser Gareth, The Grey",male,unknown,Ser,Gareth,unknown,unknown,The Grey,1
Ser Aubrey Ambrose,male,unknown,Ser,Aubrey,Ambrose,unknown,none,1
Lord Gormon Peake,male,unknown,Lord / Lady,Gormon,Peake,unknown,none,1
"Byren Flowers, Black Byren",male,unknown,Civilian,Byren,Flowers,unknown,Black Byren,1
"Ser Redtusk, Redtusk",male,unknown,Ser,Redtusk,unknown,unknown,Redtusk,1
Lord Stackhouse,male,unknown,Lord / Lady,unknown,Stackhouse,unknown,none,1
Ser Clifford Corklyn,male,unknown,Ser,Clifford,Corklyn,unknown,none,1
Ferret,male,unknown,Civilian,Ferret,unknown,unknown,none,1
Rafe,male,unknown,Civilian,Rafe,unknown,unknown,none,1
Pudding,male,unknown,Civilian,Pudding,unknown,unknown,none,1
Lord Alyn Cockshaw,male,unknown,Lord / Lady,Alyn,Cockshaw,unknown,none,1
"Daemon II Blackfyre, Ser John the Fiddler, Daemon the Younger",male,unknown,Civilian,Daemon,Blackfyre,unknown,"Ser John the Fiddler, Daemon the Younger",1
Ned,male,unknown,Civilian,Ned,unknown,unknown,none,1
Lord Shawney,male,unknown,Lord / Lady,unknown,Shawney,unknown,none,1
Lord Costayne,male,unknown,Lord / Lady,unknown,Costayne,unknown,none,1
"Ser Kyle, The Cat of the Misty Moor",male,unknown,Ser,Kyle,unknown,unknown,The Cat of the Misty Moor,1
Ser Glendon Ball,male,unknown,Ser,Glendon,Ball,unknown,none,1
Ser Maynard Plumm,male,unknown,Ser,Maynard,Plumm,unknown,none,1
Ser Morgan Dunstable,male,unknown,Ser,Morgan,Dunstable,unknown,none,1
Lord Joffrey Caswell,male,unknown,Lord / Lady,Joffrey,Caswell,unknown,none,1
Lord Armond Caswell,male,unknown,Lord / Lady,Armond,Caswell,unknown,none,1
Maester Melaquin,male,unknown,Maester,Melaquin,unknown,unknown,none,1
Lord Smallwood,male,unknown,Lord / Lady,unknown,Smallwood,unknown,none,1
Lady Smallwood,female,unknown,Lord / Lady,unknown,Smallwood,unknown,none,1
Ser William Wylde,male,unknown,Ser,William,Wylde,unknown,none,1
"Lord Lefford, During the First Blackfyre Rebellion",male,unknown,Lord / Lady,unknown,Lefford,unknown,During the First Blackfyre Rebellion,1
Lady Penrose,female,unknown,Lord / Lady,unknown,Penrose,unknown,none,1
Ser Kirby Pimm,male,unknown,Ser,Kirby,Pimm,unknown,none,1
Lord Vyrwell,male,unknown,Lord / Lady,unknown,Vyrwell,unknown,none,1
"Ser Buford Bulmer, Also named Theomore",male,unknown,Ser,Buford,Bulmer,unknown,Also named Theomore,1
Ser Uthor Underleaf,male,unknown,Ser,Uthor,Underleaf,unknown,none,1
"Lord Frey, Father of Lord Walder Frey",male,unknown,Lord / Lady,unknown,Frey,unknown,Father of Lord Walder Frey,1
Lord Risley,male,unknown,Lord / Lady,unknown,Risley,unknown,none,1
Lord Leo Longthorn,male,unknown,Lord / Lady,Leo,Longthorn,unknown,none,1
Ser Franklyn Frey,male,unknown,Ser,Franklyn,Frey,unknown,none,1
Ser Lucas Nayland,male,unknown,Ser,Lucas,Nayland,unknown,none,1
Ser Mortimer Boggs,male,unknown,Ser,Mortimer,Boggs,unknown,none,1
"Ser Galtry, The Green",male,unknown,Ser,Galtry,unknown,unknown,The Green,1
"Ser Tommard Heddle, Black Tom Heddle",male,unknown,Ser,Tommard,Heddle,unknown,Black Tom Heddle,1
Lady Vyrwell,female,unknown,Lord / Lady,unknown,Vyrwell,unknown,none,1
Lord Sunderland,male,unknown,Lord / Lady,unknown,Sunderland,unknown,none,1
Ser Addam Frey,male,unknown,Ser,Addam,Frey,unknown,none,1
Ser Mallor,male,unknown,Ser,Mallor,unknown,unknown,none,1
Cosgrove,male,unknown,Civilian,Cosgrove,unknown,unknown,none,1
Ser Harbert Paege,male,unknown,Ser,Harbert,Paege,unknown,none,1
"Ser Argrave, The Defiant",male,unknown,Ser,Argrave,unknown,unknown,The Defiant,1
Ser Eden Risley,male,unknown,Ser,Eden,Risley,unknown,none,1
"Will, Ser Uthor's squire",male,unknown,Civilian,Will,unknown,unknown,Ser Uthor's squire,1
"Jenny, Penny Jenny",female,unknown,Civilian,Jenny,unknown,unknown,Penny Jenny,1
Ser Clarence Charlton,male,unknown,Ser,Clarence,Charlton,unknown,none,1
Maester Lothar,male,unknown,Maester,Lothar,unknown,unknown,none,1
"Lord Mooton, During the Second Blackfyre Rebellion",male,unknown,Lord / Lady,unknown,Mooton,unknown,During the Second Blackfyre Rebellion,1
"Lord Blackwood, During the Second Blackfyre Rebellion",male,unknown,Lord / Lady,unknown,Blackwood,unknown,During the Second Blackfyre Rebellion,1
"Lord Darklyn, During the Second Blackfyre Rebellion",male,unknown,Lord / Lady,unknown,Darklyn,unknown,During the Second Blackfyre Rebellion,1
Haegon Blackfyre,male,unknown,Civilian,Haegon,Blackfyre,unknown,none,1
Archmaester Gyldayn,male,unknown,Archmaester,Gyldayn,unknown,unknown,none,1
Queen Alicent Targaryen (Hightower),female,unknown,King / Queen,Alicent,Targaryen,Hightower,none,1
Ser Rickard Thorne,male,unknown,Ser,Rickard,Thorne,unknown,none,1
Ser Steffon Darklyn,male,unknown,Ser,Steffon,Darklyn,unknown,none,1
Ser Willis Fell,male,unknown,Ser,Willis,Fell,unknown,none,1
Ser Lorent Marbrand,male,unknown,Ser,Lorent,Marbrand,unknown,none,1
Grand Maester Orwyle,male,unknown,Grand Maester,Orwyle,unknown,unknown,none,1
Lord Lyman Beesbury,male,unknown,Lord / Lady,Lyman,Beesbury,unknown,none,1
Ser Tyland Lannister,male,unknown,Ser,Tyland,Lannister,unknown,none,1
"Lord Larys Strong, Clubfoot",male,unknown,Lord / Lady,Larys,Strong,unknown,Clubfoot,1
"Lord Jasper Wylde, Ironrod",male,unknown,Lord / Lady,Jasper,Wylde,unknown,Ironrod,1
Septon Eustace,male,unknown,Septon,Eustace,unknown,unknown,none,1
"Prince Baelon Targaryen, Son of Jaehaerys I",male,unknown,Prince,Baelon,Targaryen,unknown,Son of Jaehaerys I,1
"Princess Rhaenys Velaryon (Targaryen), Daughter of Aemon, The Queen Who Never Was",female,unknown,Princess,Rhaenys,Velaryon,Targaryen,"Daughter of Aemon, The Queen Who Never Was",1
Prince Daemon Targaryen,male,unknown,Prince,Daemon,Targaryen,unknown,none,1
Princess Helaena Targaryen,female,unknown,Princess,Helaena,Targaryen,unknown,none,1
"Prince Aemond Targaryen, One-Eye",male,unknown,Prince,Aemond,Targaryen,unknown,One-Eye,1
Ser Laenor Velaryon,male,unknown,Ser,Laenor,Velaryon,unknown,none,1
"Prince Daeron Targaryen, Son of Viserys I",male,unknown,Prince,Daeron,Targaryen,unknown,Son of Viserys I,1
"Lord Dalton Greyjoy, The Red Kraken",male,unknown,Lord / Lady,Dalton,Greyjoy,unknown,The Red Kraken,1
Lady Laena Velaryon,female,unknown,Lord / Lady,Laena,Velaryon,unknown,none,1
"Lord Bar Emmon, Of the Blacks",male,unknown,Lord / Lady,unknown,Bar Emmon,unknown,Of the Blacks,1
Lord Gormon Massey,male,unknown,Lord / Lady,Gormon,Massey,unknown,none,1
Lord Bartimos Celtigar,male,unknown,Lord / Lady,Bartimos,Celtigar,unknown,none,1
"Lord Crabb, Of the Blacks",male,unknown,Lord / Lady,unknown,Crabb,unknown,Of the Blacks,1
"Lord Tarth, The Evenstar",male,unknown,Lord / Lady,unknown,Tarth,unknown,The Evenstar,1
"Lord Roderick Dustin, Roddy the Ruin",male,unknown,Lord / Lady,Roderick,Dustin,unknown,Roddy the Ruin,1
"Lord Manderly, Of the Blacks",male,unknown,Lord / Lady,unknown,Manderly,unknown,Of the Blacks,1
"Lady Jeyne Arryn, Maiden of the Vale",female,unknown,Lord / Lady,Jeyne,Arryn,unknown,Maiden of the Vale,1
Lord Boremund Baratheon,male,unknown,Lord / Lady,Boremund,Baratheon,unknown,none,1
Lord Borros Baratheon,male,unknown,Lord / Lady,Borros,Baratheon,unknown,none,1
"Visenya Targaryen, Daughter of Rhaenyra",female,unknown,Civilian,Visenya,Targaryen,unknown,Daughter of Rhaenyra,1
"Prince Lucerys Velaryon, Little Luke Strong/Luke",male,unknown,Prince,Lucerys,Velaryon,unknown,Little Luke Strong/Luke,1
"Prince Joffrey Velaryon, Joff",male,unknown,Prince,Joffrey,Velaryon,unknown,Joff,1
"Lord Staunton, Of the Blacks",male,unknown,Lord / Lady,unknown,Staunton,unknown,Of the Blacks,1
"Lord Darklyn, Of the Blacks",male,unknown,Lord / Lady,unknown,Darklyn,unknown,Of the Blacks,1
Lord Corlys Velaryon,male,unknown,Lord / Lady,Corlys,Velaryon,unknown,none,1
Prince Maelor Targaryen,male,unknown,Prince,Maelor,Targaryen,unknown,none,1
Lady Baela Targaryen,female,unknown,Lord / Lady,Baela,Targaryen,unknown,none,1
"Princess Rhaena Targaryen, The Black Bride",female,unknown,Princess,Rhaena,Targaryen,unknown,The Black Bride,1
"Lord Tyrell, During the Dance",male,unknown,Lord / Lady,unknown,Tyrell,unknown,During the Dance,1
Ser Gwayne Hightower,male,unknown,Ser,Gwayne,Hightower,unknown,none,1
Ser Simon Strong,male,unknown,Ser,Simon,Strong,unknown,none,1
"Lord Borrell, Of the Blacks",male,unknown,Lord / Lady,unknown,Borrell,unknown,Of the Blacks,1
"Lady Rhaena Targaryen, Rhaena of Pentos",female,unknown,Lord / Lady,Rhaena,Targaryen,unknown,Rhaena of Pentos,1
Blood,male,unknown,Civilian,unknown,unknown,unknown,Blood,1
Cheese,male,unknown,Civilian,unknown,unknown,unknown,Cheese,1
"Prince Jaehaerys Targaryen, Son of Aegon II",male,unknown,Prince,Jaehaerys,Targaryen,unknown,Son of Aegon II,1
Princess Jaehaera Targaryen,female,unknown,Princess,Jaehaera,Targaryen,unknown,none,1
Lord Owen Costayne,male,unknown,Lord / Lady,Owen,Costayne,unknown,none,1
"Lord Mullendore, Of the Blacks",male,unknown,Lord / Lady,unknown,Mullendore,unknown,Of the Blacks,1
Lord Alan Tarly,male,unknown,Lord / Lady,Alan,Tarly,unknown,none,1
Lord Thaddeus Rowan,male,unknown,Lord / Lady,Thaddeus,Rowan,unknown,none,1
"Lord Grimm, Of the Blacks",male,unknown,Lord / Lady,unknown,Grimm,unknown,Of the Blacks,1
Lady Jocelyn Targaryen (Baratheon),female,unknown,Lord / Lady,Jocelyn,Targaryen,Baratheon,none,1
"Denys, Silver Denys",male,unknown,Civilian,Denys,unknown,unknown,Silver Denys,1
"Hugh, Hugh the Hammer/Hard Hugh",male,unknown,Civilian,Hugh,unknown,unknown,Hugh the Hammer/Hard Hugh,1
"Ulf, Ulf the White/Ulf the Sot",male,unknown,Civilian,Ulf,unknown,unknown,Ulf the White/Ulf the Sot,1
"Addam, Of Hull",male,unknown,Civilian,Addam,unknown,unknown,Of Hull,1
"Alyn, Of Hull",male,unknown,Civilian,Alyn,unknown,unknown,Of Hull,1
"Nettles, Netty",female,unknown,Civilian,Nettles,unknown,unknown,Netty,1
Sharako Lohar,male,unknown,Civilian,Sharako,Lohar,unknown,none,1
Lord Ormund Hightower,male,unknown,Lord / Lady,Ormund,Hightower,unknown,none,1
"Tom Flowers, Bastard of Bitterbridge",male,unknown,Civilian,Tom,Flowers,unknown,Bastard of Bitterbridge,1
Ser Alan Beesbury,male,unknown,Ser,Alan,Beesbury,unknown,none,1
"Ser Jon Roxton, Bold Jon Roxton",male,unknown,Ser,Jon,Roxton,unknown,Bold Jon Roxton,1
Lord Walys Mooton,male,unknown,Lord / Lady,Walys,Mooton,unknown,none,1
Lord Manfryd Mooton,male,unknown,Lord / Lady,Manfryd,Mooton,unknown,none,1
Ser Luthor Largent,male,unknown,Ser,Luthor,Largent,unknown,none,1
"Lord Lefford, Of the Greens",male,unknown,Lord / Lady,unknown,Lefford,unknown,Of the Greens,1
Lord Forrest Frey,male,unknown,Lord / Lady,Forrest,Frey,unknown,none,1
"Robb Rivers, Red Robb Rivers/Bowman of Raventree",male,unknown,Civilian,Robb,Rivers,unknown,Red Robb Rivers/Bowman of Raventree,1
"Longleaf, The Lionslayer",male,unknown,Civilian,Longleaf,unknown,unknown,The Lionslayer,1
Lord Bigglestone,male,unknown,Lord / Lady,unknown,Bigglestone,unknown,none,1
Lord Chambers,male,unknown,Lord / Lady,unknown,Chambers,unknown,none,1
Lord Perryn,male,unknown,Lord / Lady,unknown,Perryn,unknown,none,1
Ser Garibald Grey,male,unknown,Ser,Garibald,Grey,unknown,none,1
"Lord Benjicot Blackwood, Ben",male,unknown,Lord / Lady,Benjicot,Blackwood,unknown,Ben,1
"Lord Swyft, Of the Greens",male,unknown,Lord / Lady,unknown,Swyft,unknown,Of the Greens,1
"Lord Reyne, Of the Greens",male,unknown,Lord / Lady,unknown,Reyne,unknown,Of the Greens,1
Ser Clarent Crakehall,male,unknown,Ser,Clarent,Crakehall,unknown,none,1
"Ser Tyler Hill, Bastard of Lannisport",male,unknown,Ser,Tyler,Hill,unknown,Bastard of Lannisport,1
Alys Rivers,male,unknown,Civilian,Alys,Rivers,unknown,none,1
Medrick Manderly,male,unknown,Civilian,Medrick,Manderly,unknown,none,1
Torrhen Manderly,male,unknown,Civilian,Torrhen,Manderly,unknown,none,1
Lord Jason Lannister,male,unknown,Lord / Lady,Jason,Lannister,unknown,none,1
Lady Meredyth Darklyn,female,unknown,Lord / Lady,Meredyth,Darklyn,unknown,none,1
Ser Bryndon Hightower,male,unknown,Ser,Bryndon,Hightower,unknown,none,1
"Lord Footly, Of the Blacks",male,unknown,Lord / Lady,unknown,Footly,unknown,Of the Blacks,1
Ser Robert Quince,male,unknown,Ser,Robert,Quince,unknown,none,1
Ser Hobert Hightower,male,unknown,Ser,Hobert,Hightower,unknown,none,1
